pair,mean_case_multiclass_kappa,cases_with_multiclass_kappa,mean_case_exact_agreement,cases_with_exact_agreement,mean_case_foreground_multiclass_kappa,cases_with_foreground_multiclass_kappa,mean_case_foreground_exact_agreement,cases_with_foreground_exact_agreement
annotation_1_vs_annotation_2,0.9746686094016559,65,0.9992840868116546,65,0.9997520224229808,65,0.951333164648845,65
annotation_1_vs_annotation_3,0.9598263103824016,65,0.9991090820546271,65,0.9997649931430195,65,0.9362897465074694,65
annotation_1_vs_segresnet,0.6862180577720104,65,0.9931726744952698,65,0.9970559494493093,65,0.5359213891042163,65
annotation_2_vs_annotation_3,0.9667110513067357,65,0.9993256619817353,65,0.9997461183025896,65,0.949274533161712,65
annotation_2_vs_segresnet,0.6841578503608745,65,0.9930727222012175,65,0.9968674851832848,65,0.5335411724599955,65
annotation_3_vs_segresnet,0.6758840244498995,65,0.9930578368535173,65,0.9969608404183565,65,0.5266996981013689,65
