case,pair,rater_a,rater_b,label,class,dsc,nsd,binary_kappa,tp,tn,fp,fn
s0066,combined_mask_vs_clip_unet,combined_mask.nii.gz,clip_unet,2,kidney,0.9143427503184643,0.5554587895971768,0.9136605564174138,82903,11298404,15262,271
s0066,combined_mask_vs_clip_unet,combined_mask.nii.gz,clip_unet,3,liver,0.899223068194297,0.6225894648136625,0.8952305878222359,393054,10915686,79041,9059
s0068,combined_mask_vs_clip_unet,combined_mask.nii.gz,clip_unet,0,background,0.9890742270667804,nan,0.7980053968502505,2519494,117715,11137,44526
s0068,combined_mask_vs_clip_unet,combined_mask.nii.gz,clip_unet,1,pancreas,0.3782825691496805,0.16652829523541332,0.3758403909324355,4055,2675488,5264,8065
s0068,combined_mask_vs_clip_unet,combined_mask.nii.gz,clip_unet,2,kidney,0.7529975100555449,0.3895868694366124,0.7483849451165366,39314,2627766,25083,709
s0068,combined_mask_vs_clip_unet,combined_mask.nii.gz,clip_unet,3,liver,0.898725443915901,0.6151885964606054,0.8955369179333709,74250,2601888,14275,2459
s0069,combined_mask_vs_clip_unet,combined_mask.nii.gz,clip_unet,0,background,0.9986785859288975,nan,0.9719920330695474,10268202,495525,8552,18621
s0069,combined_mask_vs_clip_unet,combined_mask.nii.gz,clip_unet,1,pancreas,0.8087160454473007,0.443678046587903,0.8083319607001266,17759,10764740,6915,1486
s0069,combined_mask_vs_clip_unet,combined_mask.nii.gz,clip_unet,2,kidney,0.9579073281289348,0.8110289657158678,0.9575957151838806,76077,10708137,6453,233
s0069,combined_mask_vs_clip_unet,combined_mask.nii.gz,clip_unet,3,liver,0.9851789901209618,0.8556327105578929,0.9845969927553027,401689,10377125,5253,6833
s0070,combined_mask_vs_clip_unet,combined_mask.nii.gz,clip_unet,0,background,0.9990185148714966,nan,0.9718453623429231,15246078,536245,11706,18251
s0070,combined_mask_vs_clip_unet,combined_mask.nii.gz,clip_unet,1,pancreas,0.8265842916564717,0.4586520108936892,0.8264051684154002,13513,15793097,3560,2110
s0070,combined_mask_vs_clip_unet,combined_mask.nii.gz,clip_unet,2,kidney,0.969710809179729,0.8395393584501353,0.9695337119578508,89178,15717531,4896,675
s0070,combined_mask_vs_clip_unet,combined_mask.nii.gz,clip_unet,3,liver,0.9771083194855863,0.7743401464652815,0.9764486313419077,432773,15359229,10576,9702
s0071,combined_mask_vs_clip_unet,combined_mask.nii.gz,clip_unet,0,background,0.9993772086521568,nan,0.9681215533323432,25840871,499114,10450,21757
s0071,combined_mask_vs_clip_unet,combined_mask.nii.gz,clip_unet,1,pancreas,0.7821159048839528,0.3393397332702315,0.7819766630823991,13732,26350809,7368,283
s0071,combined_mask_vs_clip_unet,combined_mask.nii.gz,clip_unet,2,kidney,0.9329585014090733,0.7615780750286554,0.9327747643325961,67535,26294951,9580,126
s0071,combined_mask_vs_clip_unet,combined_mask.nii.gz,clip_unet,3,liver,0.9823148479091028,0.8133913853725548,0.982024998063836,417751,25939399,4905,10137
s0072,combined_mask_vs_clip_unet,combined_mask.nii.gz,clip_unet,0,background,0.9980129446754351,nan,0.923826693112499,21386616,531346,11170,73992
