case,pair,rater_a,rater_b,label,class,dsc,nsd,binary_kappa,tp,tn,fp,fn
UKCHLL008,annotation_3_vs_swin5050,annotation_3.nii.gz,swin5050,2,kidney,0.797975009469631,0.6141416683455534,0.79766632866681,343387,273423221,159980,13892
UKCHLL008,annotation_3_vs_swin5050,annotation_3.nii.gz,swin5050,3,liver,0.948521119607796,0.7239353642935602,0.9480691222616059,2264625,271430040,210344,35471
UKCHLL010,annotation_1_vs_annotation_2,annotation_1.nii.gz,annotation_2.nii.gz,0,background,0.9992649443435009,nan,0.9734781307712255,198659221,5520833,140497,151769
UKCHLL010,annotation_1_vs_annotation_2,annotation_1.nii.gz,annotation_2.nii.gz,1,pancreas,0.8792377215721993,0.6797967059800631,0.8791324744146563,156867,204272362,13473,29618
UKCHLL010,annotation_1_vs_annotation_2,annotation_1.nii.gz,annotation_2.nii.gz,2,kidney,0.9592981086302111,0.8852980890773128,0.9591450821271558,734701,203675274,30645,31700
UKCHLL010,annotation_1_vs_annotation_2,annotation_1.nii.gz,annotation_2.nii.gz,3,liver,0.9802199175044678,0.8379436321891904,0.9797522614370431,4629265,199656225,107651,79179
UKCHLL010,annotation_1_vs_annotation_3,annotation_1.nii.gz,annotation_3.nii.gz,0,background,0.9992777775645543,nan,0.973964624756157,198656671,5528493,143047,144109
UKCHLL010,annotation_1_vs_annotation_3,annotation_1.nii.gz,annotation_3.nii.gz,1,pancreas,0.8878748981613359,0.6987704402617073,0.8877812623750251,151483,204282577,18857,19403
UKCHLL010,annotation_1_vs_annotation_3,annotation_1.nii.gz,annotation_3.nii.gz,2,kidney,0.9553841219466905,0.8762894082018681,0.9552154557288892,735748,203667854,29598,39120
UKCHLL010,annotation_1_vs_annotation_3,annotation_1.nii.gz,annotation_3.nii.gz,3,liver,0.9809591383095442,0.8502152975550216,0.9805081097956329,4641262,199650880,95654,84524
UKCHLL010,annotation_1_vs_swin5050,annotation_1.nii.gz,swin5050,0,background,0.9964336548930331,nan,0.8571517584945124,198658077,4392205,141641,1280397
UKCHLL010,annotation_1_vs_swin5050,annotation_1.nii.gz,swin5050,1,pancreas,0.023842889952898128,0.035102128394265596,0.023564460245523444,2450,204269258,167890,32722
UKCHLL010,annotation_1_vs_swin5050,annotation_1.nii.gz,swin5050,2,kidney,0.015897140396809742,0.032771402846206284,0.015798448800988418,6166,203702749,759180,4225
UKCHLL010,annotation_1_vs_swin5050,annotation_1.nii.gz,swin5050,3,liver,0.9439922108997324,0.6566214059648208,0.9427005573508921,4354258,199601379,382658,134025
UKCHLL010,annotation_2_vs_annotation_3,annotation_2.nii.gz,annotation_3.nii.gz,0,background,0.99964704264162,nan,0.9872635954953265,198735715,5596265,75275,65065
UKCHLL010,annotation_2_vs_annotation_3,annotation_2.nii.gz,annotation_3.nii.gz,1,pancreas,0.942230902899228,0.8900281221923342,0.9421804714906498,168363,204283312,18122,2523
UKCHLL010,annotation_2_vs_annotation_3,annotation_2.nii.gz,annotation_3.nii.gz,2,kidney,0.9832624934388481,0.9878514804488198,0.9831991748205692,757736,203688787,8665,17132
UKCHLL010,annotation_2_vs_annotation_3,annotation_2.nii.gz,annotation_3.nii.gz,3,liver,0.9900470944634592,0.9537931830839713,0.9898120626022672,4670166,199708256,38278,55620
UKCHLL010,annotation_2_vs_swin5050,annotation_2.nii.gz,swin5050,0,background,0.9963489555938312,nan,0.8535966123802764,198646806,4369662,164184,1291668
UKCHLL010,annotation_2_vs_swin5050,annotation_2.nii.gz,swin5050,1,pancreas,0.02446121710570837,0.024575223464603852,0.024178777726463204,2711,204253374,183774,32461
UKCHLL010,annotation_2_vs_swin5050,annotation_2.nii.gz,swin5050,2,kidney,0.015762263257088127,0.024605231140540675,0.015663556314723423,6122,203701650,760279,4269
UKCHLL010,annotation_2_vs_swin5050,annotation_2.nii.gz,swin5050,3,liver,0.9419261874360302,0.6586702133364856,0.9405909061996879,4331319,199606912,377125,156964
UKCHLL010,annotation_3_vs_swin5050,annotation_3.nii.gz,swin5050,0,background,0.996378224653046,nan,0.8549163491386751,198647555,4380621,153225,1290919
UKCHLL010,annotation_3_vs_swin5050,annotation_3.nii.gz,swin5050,1,pancreas,0.0261479777538363,0.028094102478455934,0.025870053509199922,2694,204268956,168192,32478
UKCHLL010,annotation_3_vs_swin5050,annotation_3.nii.gz,swin5050,2,kidney,0.015538822222986302,0.02516155592549893,0.015440078437573791,6101,203693162,768767,4290
UKCHLL010,annotation_3_vs_swin5050,annotation_3.nii.gz,swin5050,3,liver,0.9425423230496754,0.6635075114938936,0.9412187836828289,4342325,199600576,383461,145958
UKCHLL013,annotation_1_vs_annotation_2,annotation_1.nii.gz,annotation_2.nii.gz,0,background,0.9997381835245295,nan,0.9829336764941514,220636886,3380671,60978,54585
UKCHLL013,annotation_1_vs_annotation_2,annotation_1.nii.gz,annotation_2.nii.gz,1,pancreas,0.9200945320340574,0.8302552567574747,0.9200394945599952,142104,223966334,7182,17500
UKCHLL013,annotation_1_vs_annotation_2,annotation_1.nii.gz,annotation_2.nii.gz,2,kidney,0.9686588395998283,0.9602506243554546,0.968595655443021,436823,223668030,16314,11953
UKCHLL013,annotation_1_vs_annotation_2,annotation_1.nii.gz,annotation_2.nii.gz,3,liver,0.9889493694254003,0.9606204905323137,0.9888079008756883,2801744,221268762,31089,31525
UKCHLL013,annotation_1_vs_annotation_3,annotation_1.nii.gz,annotation_3.nii.gz,0,background,0.9999111624435048,nan,0.9942087119903353,220675343,3418565,22521,16691
UKCHLL013,annotation_1_vs_annotation_3,annotation_1.nii.gz,annotation_3.nii.gz,1,pancreas,0.9882698337671675,0.9934570425588612,0.9882619673940362,148449,223981147,837,2687
UKCHLL013,annotation_1_vs_annotation_3,annotation_1.nii.gz,annotation_3.nii.gz,2,kidney,0.989696247439439,0.9944208568985926,0.9896752779945026,450532,223673207,2605,6776
UKCHLL013,annotation_1_vs_annotation_3,annotation_1.nii.gz,annotation_3.nii.gz,3,liver,0.9953566117580609,0.9921124938765171,0.9952971744455882,2819584,221287229,13249,13058
UKCHLL013,annotation_1_vs_swin5050,annotation_1.nii.gz,swin5050,0,background,0.9978271470991372,nan,0.8571028366104002,220245417,2928497,452447,506759
UKCHLL013,annotation_1_vs_swin5050,annotation_1.nii.gz,swin5050,1,pancreas,0.30047782627786246,0.19916151948429758,0.3002645222019209,29084,223968619,120202,15215
UKCHLL013,annotation_1_vs_swin5050,annotation_1.nii.gz,swin5050,2,kidney,0.7194598896786532,0.5650610104556432,0.7190351534337945,260338,223669754,192799,10229
UKCHLL013,annotation_1_vs_swin5050,annotation_1.nii.gz,swin5050,3,liver,0.8946678463194309,0.6037673592617223,0.8932654809303965,2638783,220872992,194050,427295
UKCHLL013,annotation_2_vs_annotation_3,annotation_2.nii.gz,annotation_3.nii.gz,0,background,0.9997346457249235,nan,0.9827177185894767,220633191,3382806,58280,58843
UKCHLL013,annotation_2_vs_annotation_3,annotation_2.nii.gz,annotation_3.nii.gz,1,pancreas,0.91633519984553,0.8306343428227655,0.9162772059601052,142371,223964751,17233,8765
UKCHLL013,annotation_2_vs_annotation_3,annotation_2.nii.gz,annotation_3.nii.gz,2,kidney,0.966510831225361,0.9584331450847509,0.9664430082339328,437870,223664906,10906,19438
UKCHLL013,annotation_2_vs_annotation_3,annotation_2.nii.gz,annotation_3.nii.gz,3,liver,0.9892725106342122,0.9535396683606824,0.9891351835802912,2802565,221269774,30704,30077
UKCHLL013,annotation_2_vs_swin5050,annotation_2.nii.gz,swin5050,0,background,0.9977924543560144,nan,0.8549573491096029,220234570,2924043,456901,517606
UKCHLL013,annotation_2_vs_swin5050,annotation_2.nii.gz,swin5050,1,pancreas,0.28761715129252635,0.17825506833362445,0.2873966628197641,29323,223958540,130281,14976
UKCHLL013,annotation_2_vs_swin5050,annotation_2.nii.gz,swin5050,2,kidney,0.7220060527453523,0.5694751205711668,0.7215866972204474,259685,223673462,189091,10882
UKCHLL013,annotation_2_vs_swin5050,annotation_2.nii.gz,swin5050,3,liver,0.8932324204695876,0.5899043530403382,0.8918108289671971,2634744,220868517,198525,431334
UKCHLL013,annotation_3_vs_swin5050,annotation_3.nii.gz,swin5050,0,background,0.9978102827535104,nan,0.8561168541017645,220238786,2927696,453248,513390
UKCHLL013,annotation_3_vs_swin5050,annotation_3.nii.gz,swin5050,1,pancreas,0.29780745516412105,0.1938009691024776,0.29759273518455104,29101,223966786,122035,15198
UKCHLL013,annotation_3_vs_swin5050,annotation_3.nii.gz,swin5050,2,kidney,0.7156311179804224,0.5493056157625633,0.7151991096477102,260445,223665690,196863,10122
UKCHLL013,annotation_3_vs_swin5050,annotation_3.nii.gz,swin5050,3,liver,0.8943838663303225,0.6023590330913243,0.8929777700400544,2637860,220872260,194782,428218
UKCHLL018,annotation_1_vs_annotation_2,annotation_1.nii.gz,annotation_2.nii.gz,0,background,0.9993752586929631,nan,0.9745485569950969,176840293,4342258,113562,107535
UKCHLL018,annotation_1_vs_annotation_2,annotation_1.nii.gz,annotation_2.nii.gz,1,pancreas,0.9220049969781944,0.7904201170555759,0.9219120545330585,199089,181170876,14825,18858
UKCHLL018,annotation_1_vs_annotation_2,annotation_1.nii.gz,annotation_2.nii.gz,2,kidney,0.9621664627821012,0.9007239958365323,0.9620087925352988,724393,180622287,24633,32335
UKCHLL018,annotation_1_vs_annotation_2,annotation_1.nii.gz,annotation_2.nii.gz,3,liver,0.9812792713201123,0.8763028460458611,0.9809126847416108,3418776,177854426,68077,62369
UKCHLL018,annotation_1_vs_annotation_3,annotation_1.nii.gz,annotation_3.nii.gz,0,background,0.9993622028833951,nan,0.9741326982593178,176818026,4359930,135829,89863
UKCHLL018,annotation_1_vs_annotation_3,annotation_1.nii.gz,annotation_3.nii.gz,1,pancreas,0.9288607257964842,0.8200078891533572,0.9287781580109057,195397,181178321,18517,11413
UKCHLL018,annotation_1_vs_annotation_3,annotation_1.nii.gz,annotation_3.nii.gz,2,kidney,0.9581677079916606,0.8873240893730727,0.9579922908286725,725916,180614347,23110,40275
UKCHLL018,annotation_1_vs_annotation_3,annotation_1.nii.gz,annotation_3.nii.gz,3,liver,0.9811149292022053,0.8832519906294357,0.9807428822105632,3438617,177832654,48236,84141
UKCHLL018,annotation_1_vs_swin5050,annotation_1.nii.gz,swin5050,0,background,0.9946088233906707,nan,0.7706844060031006,176184080,3309592,769775,1140201
UKCHLL018,annotation_1_vs_swin5050,annotation_1.nii.gz,swin5050,1,pancreas,0.006441126113434906,0.03656215094020189,0.0062705528722329295,743,181173686,213171,16048
UKCHLL018,annotation_1_vs_swin5050,annotation_1.nii.gz,swin5050,2,kidney,0.03209407427668818,0.02794435290341374,0.03147729151920154,13024,180605058,736002,49564
UKCHLL018,annotation_1_vs_swin5050,annotation_1.nii.gz,swin5050,3,liver,0.878525669237533,0.5744012190766865,0.8759783989497952,3288691,177205498,198162,711297
UKCHLL018,annotation_2_vs_annotation_3,annotation_2.nii.gz,annotation_3.nii.gz,0,background,0.9996524826529791,nan,0.9859151368162581,176866373,4414304,81455,41516
UKCHLL018,annotation_2_vs_annotation_3,annotation_2.nii.gz,annotation_3.nii.gz,1,pancreas,0.9439703171460387,0.8662594748440984,0.9439046886537102,200479,181179370,17468,6331
