case,pair,multiclass_kappa,exact_agreement,foreground_multiclass_kappa,foreground_exact_agreement
UKCHLL028,annotation_2_vs_clip_unet,0.8251566569469994,0.9964881004693682,1.0,0.704491515704445
UKCHLL028,annotation_3_vs_clip_unet,0.8716057356310932,0.9972850365700128,1.0,0.7741904076838206
UKCHLL030,annotation_1_vs_annotation_2,0.9745723386264026,0.9992196294474485,1.0,0.9510568120291465
UKCHLL030,annotation_1_vs_annotation_3,0.9729509887732902,0.9991690424275516,1.0,0.9480163142316443
UKCHLL030,annotation_1_vs_clip_unet,0.8682653159640067,0.9955970012495671,1.0,0.7702152874022682
UKCHLL030,annotation_2_vs_annotation_3,0.9725205739417854,0.999148484403864,1.0,0.9472169183186424
UKCHLL030,annotation_2_vs_clip_unet,0.870642154168119,0.9956420860854276,1.0,0.7739199489634965
UKCHLL030,annotation_3_vs_clip_unet,0.8655325790850646,0.9954658282801435,1.0,0.7660309437596519
UKCHLL032,annotation_1_vs_annotation_2,0.9838766569414927,0.9994844477992368,1.0,0.9686881621062846
UKCHLL032,annotation_1_vs_annotation_3,0.9866737166859282,0.9995741381272182,1.0,0.9740500705014674
UKCHLL032,annotation_1_vs_clip_unet,0.8917297583598469,0.9962666338058601,0.978423499039566,0.806598614723388
UKCHLL032,annotation_2_vs_annotation_3,0.9883486357475512,0.9996267349286309,1.0,0.9772746724606934
UKCHLL032,annotation_2_vs_clip_unet,0.8914530553780805,0.9962484735458331,0.9784015451404451,0.8061524485229163
UKCHLL032,annotation_3_vs_clip_unet,0.8922983161200585,0.9962797317720605,0.9784393243185684,0.807521307805077
UKCHLL052,annotation_1_vs_annotation_2,0.9833528507527083,0.9994466614507116,0.9999837700434867,0.967727046531496
UKCHLL052,annotation_1_vs_annotation_3,0.9894121527820422,0.9996469272947743,0.9999849029047692,0.9793538705876671
UKCHLL052,annotation_1_vs_clip_unet,0.9330838524512721,0.9977359099450548,0.9999934801303555,0.8763310096903906
UKCHLL052,annotation_2_vs_annotation_3,0.9925082966988962,0.9997511803203479,1.0,0.9853459085061606
UKCHLL052,annotation_2_vs_clip_unet,0.9302689761025313,0.9976500235535467,0.9999857691994185,0.8714529897287635
UKCHLL052,annotation_3_vs_clip_unet,0.9325358617190478,0.9977191567781108,0.9999858876944997,0.8753787863681616
UKCHLL053,annotation_1_vs_annotation_2,0.9868548673784272,0.9996835642571464,1.0,0.9743126164296184
UKCHLL053,annotation_1_vs_annotation_3,0.9885973673655588,0.9997253297883841,1.0,0.977679826067949
UKCHLL053,annotation_1_vs_clip_unet,0.927526906353865,0.998193414614058,1.0,0.8661641127771968
UKCHLL053,annotation_2_vs_annotation_3,0.9891410999494781,0.9997386632160775,1.0,0.9787325598553939
UKCHLL053,annotation_2_vs_clip_unet,0.9249368452917308,0.9981304781134206,1.0,0.8617099583634608
UKCHLL053,annotation_3_vs_clip_unet,0.9272575416279761,0.9981871261676736,1.0,0.8656991267587592
UKCHLL054,annotation_1_vs_annotation_2,0.986825237839974,0.9996763181446785,0.9999982492898482,0.9742543231433591
UKCHLL054,annotation_1_vs_annotation_3,0.9941033177828597,0.9998552562004358,0.9999956708766616,0.9883942333289681
UKCHLL054,annotation_1_vs_clip_unet,0.904145740494791,0.9976028902446804,0.9999832362960079,0.8266948945832557
