pair,mean_case_multiclass_kappa,cases_with_multiclass_kappa,mean_case_exact_agreement,cases_with_exact_agreement,mean_case_foreground_multiclass_kappa,cases_with_foreground_multiclass_kappa,mean_case_foreground_exact_agreement,cases_with_foreground_exact_agreement
combined_mask_vs_staple,0.9475098322923601,50,0.9972843754931263,50,0.9997782838212071,50,0.9116529140492747,50
